verb,3s preterit,3pl preterit,3s perfect,3pl perfect
-mujmuta,kimujmutki / kimujmutak,kimujmutket / kimujmutaket,kimujmuttuk / kimujmutatuk,kimujmuttiwit / kimujmutatiwit
-mulewa,kimulew(ki) / kimulej(ki),kimulewket / kimulejket,kimulewtuk / kimulejtuk,kimulewtiwit / kimulejtiwit
muluni,mulunki / mulunik,mulunket / muluniket,muluntuk,muluntiwit
mu-maka,mumakak,mumakaket,mumakatuk,mumakatiwit
mu-mati,mumatki / mumatik,mumatket / mumatiket,mumattuk / mumatituk,mumattiwit / mumatitiwit
mu-tta,muttak,muttaket,muttatuk,muttatiwit
mu-shisha,mushishki / mushishak,mushishket / mushishaket,mushishtuk / mushishatuk,mushishtiwit / mushishatiwit
-muyawa,kimuyaw(ki) / kimuyaj(ki),kimuyawket / kimuyajket,kimuyawtuk / kimuyajtuk,kimuyawtiwit / kimuyajtiwit
muyuni,muyunki / muyunik,muyunket / muyuniket,muyuntuk,muyuntiwit
naka-kwa,nakakwaj,nakakwajket,nakakwajtuk,nakakwajtiwit
nawa/ti,nawatik,nawatiket,nawatituk,nawatitiwit
-nal/kaki,kinalkak / kinalkakik,kinalkakket / kinalkakiket,kinalkaktuk,kinalkaktiwit
nal/kisa,nalkiski,nalkisket,nalkistuk,nalkistiwit
nal/tuna,naltunki / naltunak,naltunket / naltunaket,naltuntuk,naltuntiwit
nal/tuni,naltunik,naltuniket,naltunituk,naltunitiwit
-namaka,kinamakak,kinamakaket,kinamakatuk,kinamakatiwit
-namiki,kinamik / kinamikik,kinamikket / kinamikiket,kinamiktuk,kinamiktiwit
-namuya,kinamushki / kinamuyak,kinamushket / kinamuyaket,kinamushtuk / kinamuyatuk,kinamushtiwit / kinamuyatiwit
nanalka,nanalkak,nanalkaket,nanalkatuk,nanalkatiwit
nejnemi,nejnenki / nejnemik,nejnenket / nejnemiket,nejnentuk / nejnemituk,nejnentiwit / nejnemitiwit
-nejneki,kinejnek / kinejnekik,kinejnekket / kinejnekiket,kinejnektuk,kinejnektiwit
nel/tia,neltij,neltijket,neltijtuk,neltijtiwit
nel/tiya,neltishki / neltiyak,neltishket / neltiyaket,neltishtuk / neltiyatuk,neltishtiwit / neltiyatiwit
-nel/tuka,kineltukak,kineltukaket,kineltukatuk,kineltukatiwit
nen/ti,nentik,nentiket,nentituk,nentitiwit
-nujnutza,kinujnutzki,kinujnutzket,kinujnutztuk,kinujnutztiwit
-nunutza,kinunutzki,kinunutzket,kinunutztuk,kinunutztiwit
-nukia,kinukij,kinukijket,kinukijtuk,kinukijtiwit
uj-maka,ujmakak,ujmakaket,ujmakatuk,ujmakatiwit
paj/miki,pajmikik,pajmikiket,pajmiktuk,pajmiktiwit
-pajpaka,kipajpakak,kipajpakaket,kipajpakatuk,kipajpakatiwit
pajpaki,pajpakik,pajpakiket,pajpaktuk,pajpaktiwit
pajpati,pajpatki / pajpatik,pajpatket / pajpatiket,pajpattuk / pajpatituk,pajpattiwit / pajpatitiwit
pajpatzi,pajpatzki / pajpatzik,pajpatzket / pajpatziket,pajpatztuk,pajpatztiwit
-paj/tia,kipajtij,kipajtijket,kipajtijtuk,kipajtijtiwit
-pawasi,kipawaski,kipawasket,kipawastuk,kipawastiwit
palani,palanki / palanik,palanket / palaniket,palantuk,palantiwit
-palua,kipaluj,kipalujket,kipalujtuk,kipalujtiwit
pal/tiya,paltishki / paltiyak,paltishket / paltiyaket,paltishtuk / paltiyatuk,paltishtiwit / paltiyatiwit
patawa,patawki / patajki / patawak,patawket / patajket / patawaket,patawtuk / patajtuk / patawatuk,patawtiwit / patajtiwit / patawatiwit
patani,patanki / patanik,patanket / pataniket,patantuk,patantiwit
-patzka,kipatzkak,kipatzkaket,kipatzkatuk,kipatzkatiwit
-payana,kipayan,kipayanket,kipayantuk,kipayantiwit
-pejpena,kipejpen(ki),kipejpenket,kipejpentuk,kipejpentiwit
-pejpeta,kipejpetki / kipejpetak,kipejpetket / kipejpetaket,kipejpettuk / kipejpetatuk,kipejpettiwit / kipejpetatiwit
-petawa,kipetaw(ki) / kipetaj(ki),kipetawket / kipetajket,kipetawtuk / kipetajtuk,kipetawtiwit / kipetajtiwit
petani,petanki / petanik,petanket / petaniket,petantuk,petantiwit
petuni,petunki / petunik,petunket / petuniket,petuntuk,petuntiwit
peshuni,peshunki / peshunik,peshunket / peshuniket,peshuntuk,peshuntiwit
peyawi,peyawik,peyawket / peyajket,peyawtuk / peyajtuk,peyawtiwit / peyajtiwit
-pijpiya,kipijpishki / kipijpiyak,kipijpishket / kipijpiyaket,kipijpishtuk / kipijpiyatuk,kipijpishtiwit / kipijpiyatiwit
-pil/chiwa,kipilchiw(ki) / kipilchij(ki),kipilchiwket / kipilchijket,kipilchiwtuk / kipilchijtuk,kipilchiwtiwit / kipilchijtiwit
pilini,pilinki / pilinik,pilinket / piliniket,pilintuk,pilintiwit
-pilua,kipiluj,kipilujket,kipilujtuk,kipilujtiwit
pinawa,pinawki / pinajki / pinawak,pinawket / pinajket / pinawaket,pinawtuk / pinajtuk / pinawatuk,pinawtiwit / pinajtiwit / pinawatiwit
-pipina,kipipin(ki),kipipinket,kipipintuk,kipipintiwit
-pipitza,kipipitzki,kipipitzket,kipipitztuk,kipipitztiwit
pi/tzajtzi,pitzajtzik,pitzajtziket,pitzajtzituk,pitzajtzitiwit
pitzawi,pitzawik,pitzawket / pitzajket,pitzawtuk / pitzajtuk,pitzawtiwit / pitzajtiwit
pitzawa,pitzawki / pitzajki / pitzawak,pitzawket / pitzajket / pitzawaket,pitzawtuk / pitzajtuk / pitzawatuk,pitzawtiwit / pitzajtiwit / pitzawatiwit
-pitz/kwa,kipitzkwaj,kipitzkwajket,kipitzkwajtuk,kipitzkwajtiwit
pitzini,pitzinki / pitzinik,pitzinket / pitziniket,pitzintuk,pitzintiwit
pishka,pishkak,pishkaket,pishkatuk,pishkatiwit
-puchina,kipuchin,kipuchinket,kipuchintuk,kipuchintiwit
-pujpuwa,kipujpuwki / kipujpujki,kipujpuwket / kipujpujket,kipujpuwtuk / kipujpujtuk,kipujpuwtiwit / kipujpujtiwit
-pujtia,kipujtij,kipujtijket,kipujtijtuk,kipujtijtiwit
-pulwia,kipulwij,kipulwijket,kipulwijtuk,kipulwijtiwit
puliwi,puliwik,puliwket / pulijket,puliwtuk / pulijtuk,puliwtiwit / pulijtiwit
-pulua,kipuluj,kipulujket,kipulujtuk,kipulujtiwit
puluni,pulunki / pulunik,pulunket / puluniket,puluntuk,puluntiwit
pupuka,pupukak,pupukaket,pupukatuk,pupukatiwit
-pupuwa,kipupuwki / kipupujki,kipupuwket / kipupujket,kipupuwtuk / kipupujtuk,kipupuwtiwit / kipupujtiwit
-puputza,kipuputzki,kipuputzket,kipuputztuk,kipuputztiwit
putuni,putunki / putunik,putunket / putuniket,putuntuk,putuntiwit
pushawi,pushawik,pushawket / pushajket,pushawtuk / pushajtuk,pushawtiwit / pushajtiwit
-puyawa,kipuyaw(ki) / kipuyaj(ki),kipuyawket / kipuyajket,kipuyawtuk / kipuyajtuk,kipuyawtiwit / kipuyajtiwit
puyawi,puyawik,puyawket / puyajket,puyawtuk / puyajtuk,puyawtiwit / puyajtiwit
-pusawa,kipusaw(ki) / kipusaj(ki),kipusawket / kipusajket,kipusawtuk / kipusajtuk,kipusawtiwit / kipusajtiwit
pusawi,pusawik,pusawket / pusajket,pusawtuk / pusajtuk,pusawtiwit / pusajtiwit
pusuni,pusunki / pusunik,pusunket / pusuniket,pusuntuk,pusuntiwit
-kechia,kikechij,kikechijket,kikechijtuk,kikechijtiwit
-kejketza,kikejketzki,kikejketzket,kikejketztuk,kikejketztiwit
kijkil-pi,kijkilpij,kijkilpijket,kijkilpijtuk,kijkilpijtiwit
kikisi,kikiski / kikisik,kikisket / kikisiket,kikistuk,kikistiwit
kiyawi,kiyawik,kiyawket / kiyajket,kiyawtuk / kiyajtuk,kiyawtiwit / kiyajtiwit
-taj/tia,kitajtij,kitajtijket,kitajtijtuk,kitajtijtiwit
-tataka,kitatakak,kitatakaket,kitatakatuk,kitatakatiwit
tekwini,tekwinki / tekwinik,tekwinket / tekwiniket,tekwintuk,tekwintiwit
-tejteka,kitejtekak,kitejtekaket,kitejtekatuk,kitejtekatiwit
-tewia,kitewij,kitewijket,kitewijtuk,kitewijtiwit
teini,teinik,teinket,teintuk,teintiwit
telawi,telawik,telawket / telajket,telawtuk / telajtuk,telawtiwit / telajtiwit
-tel/chiwa,kitelchiw(ki) / kitelchij(ki),kitelchiwket / kitelchijket,kitelchiwtuk / kitelchijtuk,kitelchiwtiwit / kitelchijtiwit
-telua,kiteluj,kitelujket,kitelujtuk,kitelujtiwit
-temaka,kitemakak,kitemakaket,kitemakatuk,kitemakatiwit
-temia,kitemij,kitemijket,kitemijtuk,kitemijtiwit
-temiki,kitemik / kitemikik,kitemikket / kitemikiket,kitemiktuk,kitemiktiwit
-ten/kwi,kitenkwij,kitenkwijket,kitenkwijtuk,kitenkwijtiwit
teu/ti,teutik,teutiket,teutituk,teutitiwit
tepewi,tepewik,tepewket / tepejket,tepewtuk / tepejtuk,tepewtiwit / tepejtiwit
-tekia,kitekij,kitekijket,kitekijtuk,kitekijtiwit
teki/ti,tekitik,tekitiket,tekitituk,tekititiwit
te/tiya,tetishki / tetiyak,tetishket / tetiyaket,tetishtuk / tetiyatuk,tetishtiwit / tetiyatiwit
-tetzawa,kitetzaw(ki) / kitetzaj(ki),kitetzawket / kitetzajket,kitetzawtuk / kitetzajtuk,kitetzawtiwit / kitetzajtiwit
tetzawi,tetzawik,tetzawket / tetzajket,tetzawtuk / tetzajtuk,tetzawtiwit / tetzajtiwit
teshti,teshtik,teshtiket,teshtituk,teshtitiwit
tesaka,tesakak,tesakaket,tesakatuk,tesakatiwit
-tilana,kitilan(ki),kitilanket,kitilantuk,kitilantiwit
tilini,tilinki / tilinik,tilinket / tiliniket,tilintuk,tilintiwit
-tititza,kitititzki,kitititzket,kitititztuk,kitititztiwit
-titani,kititan,kititanket,kititantuk,kititantiwit
ta/aki,taakik,taakiket,taaktuk,taaktiwit
takaki,takakik,takakiket,takaktuk,takaktiwit
takati,takatki / takatik,takatket / takatiket,takattuk / takatituk,takattiwit / takatitiwit
ta-chkwa,tachkwak,tachkwaket,tachkwatuk,tachkwatiwit
ta-chiya,tachishki / tachiyak,tachishket / tachiyaket,tachishtuk / tachiyatuk,tachishtiwit / tachiyatiwit
ta-kwajkwa,takwajkwaj,takwajkwajket,takwajkwajtuk,takwajkwajtiwit
takwawa,takwawki / takwajki / takwawak,takwawket / takwajket / takwawaket,takwawtuk / takwajtuk / takwawatuk,takwawtiwit / takwajtiwit / takwawatiwit
ta-kwepa,takwepki,takwepket,takweptuk,takweptiwit
-takwia,kitakwij,kitakwijket,kitakwijtuk,kitakwijtiwit
ta-kwijkwi,takwijkwij,takwijkwijket,takwijkwijtuk,takwijkwijtiwit
ta-ksa,taksak,taksaket,taksatuk,taksatiwit
tajtami,tajtanki / tajtamik,tajtanket / tajtamiket,tajtantuk / tajtamituk,tajtantiwit / tajtamitiwit
tajta-ma,tajtamaj,tajtamajket,tajtamajtuk,tajtamajtiwit
tawana,tawanki,tawanket,tawantuk,tawantiwit
tawaki,tawakik,tawakiket,tawaktuk,tawaktiwit
tawelkwi,tawelkwik,tawelkwiket,tawelkwituk,tawelkwitiwit
tawia,tawij,tawijket,tawijtuk,tawijtiwit
-tal/kawa,kitalkaw / kitalkaj,kitalkawket / kitalkajket,kitalkawtuk / kitalkajtuk,kitalkawtiwit / kitalkajtiwit
-talkwepa,kitalkwep(ki) / kitalkwepak,kitalkwepket / kitalkwepaket,kitalkweptuk / kitalkwepatuk,kitalkweptiwit / kitalkwepatiwit
-talwia,kitalwij,kitalwijket,kitalwijtuk,kitalwijtiwit
-talia,kitalij,kitalijket,kitalijtuk,kitalijtiwit
-talmaka,kitalmakak,kitalmakaket,kitalmakatuk,kitalmakatiwit
-talua,kitaluj,kitalujket,kitalujtuk,kitalujtiwit
talpitza,talpitzki / talpitzak,talpitzket / talpitzaket,talpitztuk,talpitztiwit
talputza,talputzki / talputzak,talputzket / talputzaket,talputztuk,talputztiwit
-taltia,kitaltij,kitaltijket,kitaltijtuk,kitaltijtiwit
-taltuka,kitaltukak,kitaltukaket,kitaltukatuk,kitaltukatiwit
talsaka,talsakak,talsakaket,talsakatuk,talsakatiwit
-ta-maka,kitamakak,kitamakaket,kitamakatuk,kitamakatiwit
ta-mama,tamamaj,tamamajket,tamamajtuk,tamamajtiwit
ta/mani,taman(ki),tamanket,tamantuk,tamantiwit
-tamia,kitamij,kitamijket,kitamijtuk,kitamijtiwit
tanawi,tanawik,tanawket / tanajket,tanawtuk / tanajtuk,tanawtiwit / tanajtiwit
tanesi,taneski / tanesik,tanesket / tanesiket,tanestuk,tanestiwit
-tanewi,kitanew / kitanej / kitanewik,kitanewket / kitanejket / kitanewiket,kitanewtuk / kitanejtuk / kitanewituk,kitanewtiwit / kitanejtiwit / kitanewitiwit
ta-uya,taushki / tauyak,taushket / tauyaket,taushtuk / tauyatuk,taushtiwit / tauyatiwit
ta-paka,tapakak,tapakaket,tapakatuk,tapakatiwit
-tapana,kitapan,kitapanket,kitapantuk,kitapantiwit
tapani,tapanki / tapanik,tapanket / tapaniket,tapantuk,tapantiwit
tapewa,tapewki / tapejki / tapewak,tapewket / tapejket / tapewaket,tapewtuk / tapejtuk / tapewatuk,tapewtiwit / tapejtiwit / tapewatiwit
tapuwa,tapuwki / tapujki / tapuwak,tapuwket / tapujket / tapuwaket,tapuwtuk / tapujtuk / tapuwatuk,tapuwtiwit / tapujtiwit / tapuwatiwit
tapuwi,tapuwik,tapuwket / tapujket,tapuwtuk / tapujtuk,tapuwtiwit / tapujtiwit
ta/kisa,takiski,takisket,takistuk,takistiwit
ta/twi,tatwik,tatwiket,tatwituk,tatwitiwit
-tatia,kitatij,kitatijket,kitatijtuk,kitatijtiwit
tatia,tatij,tatijket,tatijtuk,tatijtiwit
tatasi,tataski / tatasik,tatasket / tatasiket,tatastuk,tatastiwit
ta-tani,tatan(ki),tatanket,tatantuk,tatantiwit
ta-tzakwa,tatzak,tatzakket,tatzaktuk,tatzaktiwit
tatzini,tatzinki / tatzinik,tatzinket / tatziniket,tatzintuk,tatzintiwit
ta/yuwa,tayuwki / tayujki,tayuwket / tayujket,tayuwtuk / tayujtuk,tayuwtiwit / tayujtiwit
tasujti,tasujtik,tasujtiket,tasujtituk,tasujtitiwit
-tasujta,kitasujtak,kitasujtaket,kitasujtatuk,kitasujtatiwit
tewaki,tewakik,tewakiket,tewaktuk,tewaktiwit
-tewatza,kitewatzki / kitewatzak,kitewatzket / kitewatzaket,kitewatztuk / kitewatzatuk,kitewatztiwit / kitewatzatiwit
temiki,temikik,temikiket,temiktuk,temiktiwit
tukti,tuktik,tuktiket,tuktituk,tuktitiwit
tujtulka,tujtulkak,tujtulkaket,tujtulkatuk,tujtulkatiwit
-tujtuma,kitujtun(ki),kitujtunket,kitujtuntuk,kitujtuntiwit
tujtumi,tujtunki / tujtumik,tujtunket / tujtumiket,tujtuntuk / tujtumituk,tujtuntiwit / tujtumitiwit
tulina,tulinki / tulinak,tulinket / tulinaket,tulintuk,tulintiwit
tumawi,tumawik,tumawket / tumajket,tumawtuk / tumajtuk,tumawtiwit / tumajtiwit
tumuni,tumunki / tumunik,tumunket / tumuniket,tumuntuk,tumuntiwit
tunawi,tunawik,tunawket / tunajket,tunawtuk / tunajtuk,tunawtiwit / tunajtiwit
tunewi,tunewik,tunewket / tunejket,tunewtuk / tunejtuk,tunewtiwit / tunejtiwit
-tupewa,kitupew(ki) / kitupej(ki),kitupewket / kitupejket,kitupewtuk / kitupejtuk,kitupewtiwit / kitupejtiwit
tupuni,tupunki / tupunik,tupunket / tupuniket,tupuntuk,tupuntiwit
tutumi,tutunki / tutumik,tutunket / tutumiket,tutuntuk / tutumituk,tutuntiwit / tutumitiwit
-tututza,kitututzki,kitututzket,kitututztuk,kitututztiwit
tushawi,tushawik,tushawket / tushajket,tushawtuk / tushajtuk,tushawtiwit / tushajtiwit
tuyawi,tuyawik,tuyawket / tuyajket,tuyawtuk / tuyajtuk,tuyawtiwit / tuyajtiwit
-tzajtzakwa,kitzajtzak,kitzajtzakket,kitzajtzaktuk,kitzajtzaktiwit
tzatzajtzi,tzatzajtzik,tzatzajtziket,tzatzajtzituk,tzatzajtzitiwit
tzatzati,tzatzatki / tzatzatik,tzatzatket / tzatzatiket,tzatzattuk / tzatzatituk,tzatzattiwit / tzatzatitiwit
-tzayana,kitzayan,kitzayanket,kitzayantuk,kitzayantiwit
tzayani,tzayanki / tzayanik,tzayanket / tzayaniket,tzayantuk,tzayantiwit
tzikwewa,tzikwewki / tzikwejki / tzikwewak,tzikwewket / tzikwejket / tzikwewaket,tzikwewtuk / tzikwejtuk / tzikwewatuk,tzikwewtiwit / tzikwejtiwit / tzikwewatiwit
tzikwini,tzikwinki / tzikwinik,tzikwinket / tzikwiniket,tzikwintuk,tzikwintiwit
tzilini,tzilinki / tzilinik,tzilinket / tziliniket,tzilintuk,tzilintiwit
tzinti,tzintik,tzintiket,tzintituk,tzintitiwit
-tzitzika,kitzitzikak,kitzitzikaket,kitzitzikatuk,kitzitzikatiwit
tzitziki,tzitzikik,tzitzikiket,tzitziktuk,tzitziktiwit
tzulaki,tzulakik,tzulakiket,tzulaktuk,tzulaktiwit
tzuliwi,tzuliwik,tzuliwket / tzulijket,tzuliwtuk / tzulijtuk,tzuliwtiwit / tzulijtiwit
-tzulua,kitzuluj,kitzulujket,kitzulujtuk,kitzulujtiwit
tzumuni,tzumunki / tzumunik,tzumunket / tzumuniket,tzumuntuk,tzumuntiwit
-tzunkwi,kitzunkwik,kitzunkwiket,kitzunkwituk,kitzunkwitiwit
-tzutzuna,kitzutzun(ki),kitzutzunket,kitzutzuntuk,kitzutzuntiwit
tzuyuni,tzuyunki / tzuyunik,tzuyunket / tzuyuniket,tzuyuntuk,tzuyuntiwit
shawani,shawanki / shawanik,shawanket / shawaniket,shawantuk,shawantiwit
-shawia,kishawij,kishawijket,kishawijtuk,kishawijtiwit
-shalwia,kishalwij,kishalwijket,kishalwijtuk,kishalwijtiwit
shamani,shamanki / shamanik,shamanket / shamaniket,shamantuk,shamantiwit
-shamia,kishamij,kishamijket,kishamijtuk,kishamijtiwit
shashaka,shashakak,shashakaket,shashakatuk,shashakatiwit
-shelwia,kishelwij,kishelwijket,kishelwijtuk,kishelwijtiwit
sheliwi,sheliwik,sheliwket / shelijket,sheliwtuk / shelijtuk,sheliwtiwit / shelijtiwit
sheyuti,sheyutki / sheyutik,sheyutket / sheyutiket,sheyuttuk / sheyutituk,sheyuttiwit / sheyutitiwit
shikawi,shikawik,shikawket / shikajket,shikawtuk / shikajtuk,shikawtiwit / shikajtiwit
-shijshili,kishijshilki / kishijshilik,kishijshilket / kishijshiliket,kishijshiltuk / kishijshilituk,kishijshiltiwit / kishijshilitiwit
-shipewa,kishipew(ki) / kishipej(ki),kishipewket / kishipejket,kishipewtuk / kishipejtuk,kishipewtiwit / kishipejtiwit
shipewi,shipewik,shipewket / shipejket,shipewtuk / shipejtuk,shipewtiwit / shipejtiwit
shipipi,shipipij,shipipijket,shipipijtuk,shipipijtiwit
shitini,shitinki / shitinik,shitinket / shitiniket,shitintuk,shitintiwit
-shituma,kishitun,kishitunket,kishituntuk,kishituntiwit
shituni,shitunki / shitunik,shitunket / shituniket,shituntuk,shituntiwit
-shishisha,kishishishki / kishishishak,kishishishket / kishishishaket,kishishishtuk / kishishishatuk,kishishishtiwit / kishishishatiwit
shukuya,shukushki / shukuyak / shukuk,shukushket / shukuyaket / shukuket,shukushtuk / shukuyatuk / shukutuk,shukushtiwit / shukuyatiwit / shukutiwit
-shulawa,kishulaw(ki) / kishulaj(ki),kishulawket / kishulajket,kishulawtuk / kishulajtuk,kishulawtiwit / kishulajtiwit
-shulewa,kishulew(ki) / kishulej(ki),kishulewket / kishulejket,kishulewtuk / kishulejtuk,kishulewtiwit / kishulejtiwit
-shulua,kishuluj,kishulujket,kishulujtuk,kishulujtiwit
shupepe,shupepej,shupepejket,shupepejtuk,shupepejtiwit
-shupilkwi,kishupilkwik,kishupilkwiket,kishupilkwituk,kishupilkwitiwit
shupitza,shupitzki / shupitzak,shupitzket / shupitzaket,shupitztuk,shupitztiwit
-yauta,kiyautki / kiyautak,kiyautket / kiyautaket,kiyauttuk / kiyautatuk,kiyauttiwit / kiyautatiwit
yekti,yektik,yektiket,yektituk,yektitiwit
-yesuta,kiyesutki / kiyesutak,kiyesutket / kiyesutaket,kiyesuttuk / kiyesutatuk,kiyesuttiwit / kiyesutatiwit
yuksi,yuksik,yuksiket,yuksituk,yuksitiwit
-yukuya,kiyukushki / kiyukuyak,kiyukushket / kiyukuyaket,kiyukushtuk / kiyukuyatuk,kiyukushtiwit / kiyukuyatiwit
yulajsi,yulajsik,yulajsiket,yulajsituk,yulajsitiwit
yul/sewi,yulsewik,yulsewket / yulsejket,yulsewtuk / yulsejtuk,yulsewtiwit / yulsejtiwit
-yulkwepa,kiyulkwep(ki) / kiyulkwepak,kiyulkwepket / kiyulkwepaket,kiyulkweptuk / kiyulkwepatuk,kiyulkweptiwit / kiyulkwepatiwit
-yulewa,kiyulew(ki) / kiyulej(ki),kiyulewket / kiyulejket,kiyulewtuk / kiyulejtuk,kiyulewtiwit / kiyulejtiwit
yulmiki,yulmikik,yulmikiket,yulmiktuk,yulmiktiwit
-yulnutza,kiyulnutzki / kiyulnutzak,kiyulnutzket / kiyulnutzaket,kiyulnutztuk / kiyulnutzatuk,kiyulnutztiwit / kiyulnutzatiwit
-yulpata,kiyulpatki / kiyulpatak,kiyulpatket / kiyulpataket,kiyulpattuk / kiyulpatatuk,kiyulpattiwit / kiyulpatatiwit
-yulketza,kiyulketzki / kiyulketzak,kiyulketzket / kiyulketzaket,kiyulketztuk / kiyulketzatuk,kiyulketztiwit / kiyulketzatiwit
yultzajtzi,yultzajtzik,yultzajtziket,yultzajtzituk,yultzajtzitiwit
sawana,sawanki,sawanket,sawantuk,sawantiwit
sawani,sawanki / sawanik,sawanket / sawaniket,sawantuk,sawantiwit
-sajsaka,kisajsakak,kisajsakaket,kisajsakatuk,kisajsakatiwit
-saliwi,kisaliw(ki) / kisalij(ki) / kisaliwik,kisaliwket / kisalijket / kisaliwiket,kisaliwtuk / kisalijtuk / kisaliwituk,kisaliwtiwit / kisalijtiwit / kisaliwitiwit
-salua,kisaluj,kisalujket,kisalujtuk,kisalujtiwit
-sujsuwa,kisujsuwki / kisujsujki,kisujsuwket / kisujsujket,kisujsuwtuk / kisujsujtuk,kisujsuwtiwit / kisujsujtiwit
-sujsuwa,kisujsuwki / kisujsujki,kisujsuwket / kisujsujket,kisujsuwtuk / kisujsujtuk,kisujsuwtiwit / kisujsujtiwit
-sulua,kisuluj,kisulujket,kisulujtuk,kisulujtiwit
suluni,sulunki / sulunik,sulunket / suluniket,suluntuk,suluntiwit
-sunewa,kisunew(ki) / kisunej(ki),kisunewket / kisunejket,kisunewtuk / kisunejtuk,kisunewtiwit / kisunejtiwit
sunewi,sunewik,sunewket / sunejket,sunewtuk / sunejtuk,sunewtiwit / sunejtiwit
sukiti,sukitki / sukitik,sukitket / sukitiket,sukittuk / sukitituk,sukittiwit / sukititiwit
sutawa,sutawki / sutajki / sutawak,sutawket / sutajket / sutawaket,sutawtuk / sutajtuk / sutawatuk,sutawtiwit / sutajtiwit / sutawatiwit
susulka,susulkak,susulkaket,susulkatuk,susulkatiwit
-ichpana,kichpan(ki),kichpanket,kichpantuk,kichpantiwit
-ichteki,kichtek / kichtekik,kichtekket / kichtekiket,kichtektuk,kichtektiwit
ijkawaka,ijkawakak,ijkawakaket,ijkawakatuk,ijkawakatiwit
-ijkawatza,kijkawatzki / kijkawatzak,kijkawatzket / kijkawatzaket,kijkawatztuk / kijkawatzatuk,kijkawatztiwit / kijkawatzatiwit
ijsiwi,ijsiwik,ijsiwket / ijsijket,ijsiwtuk / ijsijtuk,ijsiwtiwit / ijsijtiwit
ijsiwka,ijsiwkak,ijsiwkaket,ijsiwkatuk,ijsiwkatiwit
-ijkwania,kijkwanij,kijkwanijket,kijkwanijtuk,kijkwanijtiwit
-ijkwilwia,kijkwilwij,kijkwilwijket,kijkwilwijtuk,kijkwilwijtiwit
ijkwiliwi,ijkwiliwik,ijkwiliwket / ijkwilijket,ijkwiliwtuk / ijkwilijtuk,ijkwiliwtiwit / ijkwilijtiwit
-ijkwilua,kijkwiluj,kijkwilujket,kijkwilujtuk,kijkwilujtiwit
ijtakawi,ijtakawik,ijtakawket / ijtakajket,ijtakawtuk / ijtakajtuk,ijtakawtiwit / ijtakajtiwit
-ijtua,kijtuj,kijtujket,kijtujtuk,kijtujtiwit
ijsanaka,ijsanakak,ijsanakaket,ijsanakatuk,ijsanakatiwit
-ijsanatza,kijsanatzki / kijsanatzak,kijsanatzket / kijsanatzaket,kijsanatztuk / kijsanatzatuk,kijsanatztiwit / kijsanatzatiwit
-ilnamiki,kilnamik / kilnamikik,kilnamikket / kilnamikiket,kilnamiktuk,kilnamiktiwit
-ilpichia,kilpichij,kilpichijket,kilpichijtuk,kilpichijtiwit
-iltzumia,kiltzumij,kiltzumijket,kiltzumijtuk,kiltzumijtiwit
-ishtawa,kishtaw(ki),kishtawket,kishtawtuk,kishtawtiwit
ishtawi,ishtawik,ishtawket / ishtajket,ishtawtuk / ishtajtuk,ishtawtiwit / ishtajtiwit
-istekwi,kistek,kistekket,kistektuk,kistektiwit
akateki,akatekik,akatekiket,akatektuk,akatektiwit
-achiwia,kiachiwij,kiachiwijket,kiachiwijtuk,kiachiwijtiwit
aejeka,aejekak,aejekaket,aejekatuk,aejekatiwit
ajachichi,ajachichij,ajachichijket,ajachichijtuk,ajachichijtiwit
-ajawia,kiajawij,kiajawijket,kiajawijtuk,kiajawijtiwit
ajawiya,ajawishki / ajawiyak / ajawik,ajawishket / ajawiyaket / ajawiket,ajawishtuk / ajawiyatuk / ajawituk,ajawishtiwit / ajawiyatiwit / ajawitiwit
ajamati,ajamatki / ajamatik,ajamatket / ajamatiket,ajamattuk / ajamatituk,ajamattiwit / ajamatitiwit
-ajakia,kiajakij,kiajakijket,kiajakijtuk,kiajakijtiwit
-ajakia,kiajakij,kiajakijket,kiajakijtuk,kiajakijtiwit
ajatemi,ajatemik,ajatemiket,ajatemituk,ajatemitiwit
ajkuwetzi,ajkuwetzki / ajkuwetzik,ajkuwetzket / ajkuwetziket,ajkuwetztuk,ajkuwetztiwit
-ajkumana,kiajkuman(ki),kiajkumanket,kiajkumantuk,kiajkumantiwit
-ajkuketza,kiajkuketzki / kiajkuketzak,kiajkuketzket / kiajkuketzaket,kiajkuketztuk / kiajkuketzatuk,kiajkuketztiwit / kiajkuketzatiwit
ajwayuwa,ajwayuwki / ajwayujki,ajwayuwket / ajwayujket,ajwayuwtuk / ajwayujtuk,ajwayuwtiwit / ajwayujtiwit
ajweliti,ajwelitki / ajwelitik,ajwelitket / ajwelitiket,ajwelittuk / ajwelitituk,ajwelittiwit / ajwelititiwit
ajwiaya,ajwiashki / ajwiayak / ajwiak,ajwiashket / ajwiayaket / ajwiaket,ajwiashtuk / ajwiayatuk / ajwiatuk,ajwiashtiwit / ajwiayatiwit / ajwiatiwit
ajmuwia,ajmuwij,ajmuwijket,ajmuwijtuk,ajmuwijtiwit
-ajpana,kiajpan(ki),kiajpanket,kiajpantuk,kiajpantiwit
ajtejtiya,ajtejtishki / ajtejtiyak / ajtejtik,ajtejtishket / ajtejtiyaket / ajtejtiket,ajtejtishtuk / ajtejtiyatuk / ajtejtituk,ajtejtishtiwit / ajtejtiyatiwit / ajtejtitiwit
